Aircraft;Engine;Role;Registration;Seats;Cargo Capacity (t);Flight Number;Date;Take-off Time (UTC);Origin Airport;Destination Airport;Distance OD (km);Distance Flown (km);CO2 (kgCO2e);Contrails (kgCO2e)
A320;V2527-A5;PAX;EC-MER;180.0;0.0;VY3935;24/01/2023;24/01/2023 07:52;LEPA;LEAL;318.2296639123855;438.2478687479752;7324.435630566419;0.0
A20N;PW1127G-JM;PAX;EC-NCG;186.0;0.0;VY3418;08/03/2023;08/03/2023 16:31;LEIB;LEMD;458.2453422657772;535.6330698872832;6793.037010724599;0.0
A320;V2527-A5;PAX;EC-MKO;186.0;0.0;VY3502;21/05/2023;21/05/2023 06:00;LEBL;LEIB;276.1540864735084;295.9873151425618;5624.817337765583;0.0
A321;V2533-A5;PAX;EC-MGZ;220.0;0.0;VY2115;04/09/2023;04/09/2023 05:04;LEBL;LEMG;765.966389686389;819.2263563384531;12543.22017294168;0.0
A320;V2527-A5;PAX;EC-MXP;186.0;0.0;VY8304;02/02/2023;02/02/2023 17:31;LEBL;EHAM;1241.1362442046452;1431.7536955000426;16641.495985715366;10653.759330881026
A21N;PW1133G-JM;PAX;EC-NYE;230.0;0.0;VY8624;15/07/2023;15/07/2023 08:23;GMTT;LFPO;1595.828278647226;1680.0743728792556;17166.460742275798;0.0
A320;V2527-A5;PAX;EC-MEL;180.0;0.0;VY6501;27/05/2023;27/05/2023 08:57;LIRN;LEBL;1023.6083493220387;1053.644907771058;13119.234399308976;0.0
A320;V2527-A5;PAX;EC-MJC;186.0;0.0;VY6964;01/07/2023;01/07/2023 10:15;LEIB;LPPR;894.9004619573597;963.7364223904935;12273.200979044695;-0.6378554530580511
A320;CFM56-5B4/3;PAX;EC-LOC;180.0;0.0;VY3292;24/12/2023;24/12/2023 15:23;LEBB;EKCH;1764.1131706840222;1846.1521531881172;20509.07733549493;77723.43812364446
A320;CFM56-5B4/3;PAX;EC-LOP;180.0;0.0;VY8467;10/04/2023;10/04/2023 12:47;LPPT;LEBL;994.0003331037478;1062.2714207664812;13205.56434015227;1814.88422849451
A320;CFM56-5B4/P;PAX;EC-JZI;180.0;0.0;VY2112;10/08/2023;10/08/2023 18:09;LEMG;LEBL;765.966389686389;857.3471802627736;11289.039653431148;0.0
A320;CFM56-5B4/3;PAX;EC-LOC;180.0;0.0;Unknown;06/01/2023;06/01/2023 06:08;LEMG;GCXO;1433.559265590338;1576.5623617538238;17988.24306287075;0.0
A321;V2533-A5;PAX;EC-MLM;220.0;0.0;VY7364;27/12/2023;27/12/2023 14:06;LEBL;GMTT;930.5962904330156;1015.3179876703366;14754.498526095804;0.0
A20N;PW1127G-JM;PAX;EC-NCF;186.0;0.0;VY1422;12/10/2023;12/10/2023 07:31;LEBL;LEBB;466.810876844104;502.63906830812687;6483.648306161627;0.0
A20N;PW1127G-JM;PAX;EC-NBA;186.0;0.0;VY3106;20/06/2023;20/06/2023 15:37;GCXO;LPPT;1324.172505941514;1405.211158358491;13033.911837638074;0.0
A320;CFM56-5B4/P;PAX;EC-JTR;180.0;0.0;VY3968;19/04/2023;19/04/2023 12:38;LEBB;LEVC;469.7343062402431;496.0807460157382;7922.171960542687;0.0
A320;V2527-A5;PAX;EC-LUO;180.0;0.0;VY2507;13/12/2023;13/12/2023 19:55;LEZL;LEBB;701.1541526362191;745.9605595128784;10253.080363311625;0.0
A320;CFM56-5B4/3;PAX;EC-LZN;180.0;0.0;Unknown;30/06/2023;30/06/2023 09:44;EGKK;LEBL;1109.0539170109523;1164.365170321002;14155.193689428505;4944.285339583253
A20N;PW1127G-JM;PAX;EC-NIY;186.0;0.0;VY8174;12/11/2023;12/11/2023 17:28;LEMG;LFPO;1451.3818548328447;1578.3774655556506;14260.094337696808;80544.71191791914
A319;CFM56-5B6/P;PAX;EC-MKX;144.0;0.0;VY1503;30/04/2023;30/04/2023 07:13;LFPO;LIRQ;870.091904104308;943.607983636072;11231.973257683689;31444.561438571764
A320;CFM56-5B4/3;PAX;EC-LVP;180.0;0.0;VY1868;24/07/2023;24/07/2023 06:08;LEBL;EDDS;994.6559866495118;1211.7142083716906;14586.843393644973;0.0
A20N;PW1127G-JM;PAX;EC-NAV;186.0;0.0;Unknown;15/04/2023;15/04/2023 16:36;LIRF;EGKK;1405.917409558029;1501.6324165697624;13719.519257025751;3347.143157215375
A320;CFM56-5B6/P;PAX;EC-KDT;180.0;0.0;Unknown;16/10/2023;16/10/2023 05:06;LEPA;LEBL;201.96688121093285;283.70233120501774;5470.306583874598;0.0
A321;V2533-A5;PAX;EC-MQL;220.0;0.0;VY2216;28/10/2023;28/10/2023 14:21;LEBL;LEZL;809.2782447899061;899.3255705218937;13461.10930066603;0.0
A320;V2527-A5;PAX;EC-MKO;186.0;0.0;VY1675;09/04/2023;09/04/2023 12:13;LEBL;LEST;883.2522704545041;925.1967208334862;11927.881215671525;-6069.947857788567
A20N;PW1127G-JM;PAX;EC-NFI;186.0;0.0;VY1252;30/08/2023;30/08/2023 12:52;LEAM;LEBL;626.443106723362;684.1970616248378;7891.856192230484;0.0
A320;V2527-A5;PAX;EC-MER;180.0;0.0;VY7821;23/08/2023;23/08/2023 20:15;EGKK;LEBL;1109.0539170109523;1235.209117190905;14811.301239837536;0.0
A319;CFM56-5B6/P;PAX;EC-MKX;144.0;0.0;VY6922;12/08/2023;12/08/2023 17:53;LIRQ;LICJ;646.1066064625334;688.9875524088338;9016.257873485236;0.0
A320;V2527-A5;PAX;EC-MEA;180.0;0.0;VY6402;15/10/2023;15/10/2023 12:06;LEBL;LIPZ;951.7499664555206;1008.6141225227856;12704.850683261167;-9831.532450135335
A320;V2527-A5;PAX;EC-MFN;180.0;0.0;VY3254;20/04/2023;20/04/2023 04:41;LEZL;GCXO;1390.1408343101732;1459.9907298088203;16900.48580824525;-760.5618806970778
A320;V2527-A5;PAX;EC-MEA;180.0;0.0;VY8654;13/08/2023;13/08/2023 17:07;LEBL;LKPR;1358.028873187786;1512.0870932310308;17383.933476967693;0.0
A20N;PW1127G-JM;PAX;EC-NIY;186.0;0.0;VY3215;08/09/2023;08/09/2023 14:04;GCXO;LEBL;2194.5028527808254;2340.2923859948187;20235.72969923323;-23136.3738878648
A320;V2527-A5;PAX;EC-MDZ;180.0;0.0;VY6615;05/05/2023;05/05/2023 08:43;EGKK;LEMG;1645.2059978045324;1729.3231022897294;19421.320080869427;192875.14199776365
A320;CFM56-5B6/P;PAX;EC-KDT;180.0;0.0;VY6930;27/02/2023;27/02/2023 05:58;LIRF;LFPO;1088.6659905506278;1184.1111573488006;14327.85357111509;0.0
A320;V2527-A5;PAX;EC-MKN;186.0;0.0;VY3913;18/02/2023;18/02/2023 17:19;LEPA;LEBL;201.96688121093285;267.202163646853;5271.649900300474;0.0
A320;CFM56-5B4/3;PAX;EC-LVU;180.0;0.0;VY3909;26/09/2023;26/09/2023 11:17;LEPA;LEBL;201.96688121093285;257.7345997291667;5161.285076092628;0.0
A320;CFM56-5B6/P;PAX;EC-KCU;180.0;0.0;VY3719;04/10/2023;04/10/2023 21:03;LESL;LEBL;243.20433917915207;332.2624928609394;6044.2036697554;0.0
A320;CFM56-5B4/3;PAX;EC-MCU;180.0;0.0;VY1450;20/07/2023;20/07/2023 07:09;LEBB;LEAL;592.1028769291162;697.4704256637943;9804.164670926491;0.0
A321;V2533-A5;PAX;EC-MQL;220.0;0.0;VY6936;27/05/2023;27/05/2023 06:09;LFPO;LEIB;1098.2641741532054;1268.606247966432;17612.47149196481;-28.86238705643671
A20N;PW1127G-JM;PAX;EC-NFI;186.0;0.0;Unknown;16/07/2023;16/07/2023 13:29;GCXO;LEZL;1390.1408343101732;1494.381781358431;13666.780224765163;0.0
A320;CFM56-5B4/3;PAX;EC-LVP;180.0;0.0;VY3840;30/04/2023;30/04/2023 08:29;LEPA;EDDM;1215.744849059725;1277.4720094628576;15208.41896771669;-0.2748274047666146
A320;V2527-A5;PAX;EC-MEL;180.0;0.0;VY3922;22/06/2023;22/06/2023 20:37;LEBL;LEPA;201.96688121093285;276.9686832812165;5404.087689349891;0.0
A20N;PW1127G-JM;PAX;EC-NAV;186.0;0.0;VY3212;21/09/2023;21/09/2023 10:36;LEBL;GCXO;2194.5028527808254;2240.239699611694;19412.579233072986;5904.09737229696
A320;CFM56-5B4/3;PAX;EC-MBD;180.0;0.0;VY3275;15/08/2023;15/08/2023 07:46;GCXO;LEMG;1433.559265590338;1563.227797254921;17867.381145690142;0.0
A20N;PW1127G-JM;PAX;EC-NDC;186.0;0.0;VY1704;25/11/2023;25/11/2023 14:57;LEBL;LEVX;893.3415342249336;963.1258113876734;9882.754660067783;755.0547878395054
A20N;PW1127G-JM;PAX;EC-NAE;186.0;0.0;VY3303;21/07/2023;21/07/2023 07:28;LIRF;LEIB;977.1321297183896;993.26872718832;10093.710789110146;0.0
A321;V2533-A5;PAX;EC-MLM;220.0;0.0;Unknown;12/06/2023;12/06/2023 11:21;LEBL;LEIB;276.1540864735084;317.1289863404302;6889.85759082123;0.0
A20N;PW1127G-JM;PAX;EC-NBA;186.0;0.0;VY1573;03/12/2023;03/12/2023 21:48;LEAS;LEBL;711.5818927865375;813.8147294807076;8814.78925679082;19143.9001490574
A321;V2533-A5;PAX;EC-MHB;220.0;0.0;VY8625;20/12/2023;20/12/2023 06:19;LFPO;GMTT;1595.828278647226;1674.9618223765813;22217.94879489292;-131658.46334421705
A320;V2527-A5;PAX;EC-MKN;186.0;0.0;VY6249;20/02/2023;20/02/2023 19:45;LSZH;LEBL;855.9042394968873;894.390492197986;11634.359416804324;452768.6630413427
A319;CFM56-5B6/3;PAX;EC-MIR;144.0;0.0;Unknown;28/02/2023;28/02/2023 11:54;LEBL;EGKK;1109.0539170109523;1217.198320702299;13592.19181911248;0.0
A320;V2527-A5;PAX;EC-MKM;186.0;0.0;VY8462;22/12/2023;22/12/2023 21:23;LEBL;LPPT;994.0003331037478;1109.308364639723;13637.214044368742;0.0
A320;CFM56-5B4/3;PAX;EC-MBY;180.0;0.0;VY3254;19/08/2023;19/08/2023 04:56;LEZL;GCXO;1390.1408343101732;1441.9033641969231;16745.09191472732;0.0
A320;V2527-A5;PAX;EC-LRY;180.0;0.0;VY8341;07/01/2023;07/01/2023 11:37;GCLP;EHAM;3182.774429627134;3332.919951251997;35244.4571645169;-2.061501441462012
A319;CFM56-5B6/P;PAX;EC-MKX;144.0;0.0;VY1511;01/10/2023;01/10/2023 15:25;LFBO;LEBL;265.84729718255875;335.05261331089355;5769.87457441676;0.0
A321;V2533-A5;PAX;EC-MPV;220.0;0.0;VY6942;09/11/2023;09/11/2023 11:06;LFPO;EGKK;326.33001669691305;383.6350029811782;7640.857786232063;0.0
A20N;PW1127G-JM;PAX;EC-NCG;186.0;0.0;VY3952;14/08/2023;14/08/2023 21:56;LEVC;LEPA;276.30655386254153;282.5329470238265;4455.4334651377085;0.0
A320;CFM56-5B4/P;PAX;EC-KDH;180.0;0.0;VY2150;10/12/2023;10/12/2023 18:35;LEMG;EBBR;1735.4806098783336;1869.543606174973;20726.065595976692;0.0
A320;V2527-A5;PAX;EC-LVV;180.0;0.0;VY6951;06/06/2023;06/06/2023 14:12;LEPA;LFPO;1020.2384564112792;1108.116508813635;13619.94805620008;784.18280279769
A319;CFM56-5B6/P;PAX;EC-MKX;144.0;0.0;VY1499;21/12/2023;21/12/2023 15:49;LEMD;LIRQ;1270.9016140085378;1416.6433309110748;15326.229945876485;50.05260700947969
A321;V2533-A5;PAX;EC-MGY;220.0;0.0;VY1882;24/08/2023;24/08/2023 05:24;LEBL;EDDB;1502.4124826682996;1700.0299593497043;22513.77449163747;-4313.784706996928
A321;V2533-A5;PAX;EC-MLM;220.0;0.0;VY8154;25/03/2023;25/03/2023 19:04;LEVC;LFPO;1051.673874007024;1173.6289690849956;16548.55454846613;13970.62923219112
A320;CFM56-5B4/3;PAX;EC-MAO;180.0;0.0;VY6502;13/06/2023;13/06/2023 16:58;LEBL;LIRN;1023.6083493220387;1101.0390400984068;13568.150091694106;0.0
A321;CFM56-5B3/3;PAX;EC-NLV;220.0;0.0;VY8980;12/12/2023;12/12/2023 05:35;LEBL;EBBR;1083.7830166422862;1286.7038426063266;17821.08265735671;97.9350368190472
A20N;PW1127G-JM;PAX;EC-NFH;186.0;0.0;VY2224;28/12/2023;28/12/2023 11:34;LEZL;LEBL;809.2782447899061;948.1668203176698;9777.276595546602;876.4102612999728
A20N;PW1127G-JM;PAX;EC-NAX;186.0;0.0;Unknown;09/09/2023;09/09/2023 16:03;LIEO;LEBL;624.7451464010614;;8155.5513535334385;
A320;CFM56-5B4/3;PAX;EC-MBE;180.0;0.0;VY1813;03/10/2023;03/10/2023 07:45;EDDM;LEBL;1094.6300447813323;1184.2397967547267;14327.85357111509;-30837.44717450087
A21N;PW1133G-JM;;EC-NYC;230.0;0.0;VY1426;26/06/2023;26/06/2023 09:48;LEBL;LEBB;466.810876844104;494.6668469231471;7282.340239528894;0.0
A320;CFM56-5B4/P;PAX;EC-JTQ;180.0;0.0;VY8010;07/12/2023;07/12/2023 13:29;LEBL;LFPO;826.0961118302938;900.6990070278805;11686.1573813103;-2424.4986098880904
A20N;PW1127G-JM;PAX;EC-NFI;186.0;0.0;Unknown;10/08/2023;10/08/2023 17:37;GCXO;LEZL;1390.1408343101732;1497.5342188377426;13693.14974089546;0.0
A320;CFM56-5B4/3;PAX;EC-LLJ;180.0;0.0;VY2015;16/06/2023;16/06/2023 16:22;LEGR;LEBL;680.1368145509944;775.7966713963156;10529.336174010165;0.0
A320;CFM56-5B6/P;PAX;EC-KDT;180.0;0.0;VY2614;16/07/2023;16/07/2023 17:14;LEBB;LEJR;776.64990008561;806.1007438942362;10805.591984708704;0.0
A320;V2527-A5;PAX;EC-MEQ;186.0;0.0;VY3220;07/02/2023;07/02/2023 05:29;LEBL;GCTS;2245.147644824058;2442.9799496054848;26415.953568476656;0.0
A320;V2527-A5;PAX;EC-MBS;180.0;0.0;VY1885;14/03/2023;14/03/2023 12:08;LIMC;LEBL;720.7942696840571;859.9635535937862;11306.305641599803;0.0
A320;V2527-A5;PAX;EC-MQE;186.0;0.0;VY3068;01/07/2023;01/07/2023 05:16;LEMG;GCLP;1409.5460140854718;1515.1447743725214;17418.465453305012;0.0
A321;V2533-A5;PAX;EC-MPV;220.0;0.0;VY8019;26/03/2023;26/03/2023 07:57;LERS;LFPO;847.7610619694177;994.9106747678496;14525.026244164714;0.0
A20N;PW1127G-JM;PAX;EC-NAV;186.0;0.0;VY3418;03/03/2023;03/03/2023 18:37;LEIB;LEMD;458.2453422657772;499.87372871997127;6466.460044797018;0.0
A320;CFM56-5B4/3;PAX;EC-LZN;180.0;0.0;VY6575;22/07/2023;22/07/2023 19:23;LEAS;GCLP;1929.1535898886923;1997.3363782552456;21992.5245317912;0.0
A320;CFM56-5B4/3;PAX;EC-MBL;180.0;0.0;VY1428;26/04/2023;26/04/2023 13:52;LEBL;LEBB;466.810876844104;494.23081019539165;7904.905972374027;0.0
A321;V2533-A5;PAX;EC-MOO;220.0;0.0;Unknown;10/08/2023;10/08/2023 19:03;EGKK;LFPO;326.33001669691305;464.9718523305911;8558.746913956416;0.0
A320;V2527-A5;PAX;EC-MFK;180.0;0.0;VY6107;14/02/2023;14/02/2023 20:17;LIRF;LEBL;847.9678302098054;904.506996146304;11720.689357647616;0.0
A20N;PW1127G-JM;PAX;EC-NCU;186.0;0.0;VY3695;20/11/2023;20/11/2023 15:06;LEVC;LEIB;173.93505387158268;233.43267720718845;3991.350408293253;0.0
A320;V2527-A5;PAX;EC-MFK;180.0;0.0;VY1294;14/08/2023;14/08/2023 11:39;LEBL;LECO;887.6765029262199;936.2323568870491;12031.477144683477;0.0
A320;V2527-A5;PAX;EC-MGE;186.0;0.0;Unknown;13/07/2023;13/07/2023 11:29;LEBL;LEIB;276.1540864735084;360.1517381180397;6375.29814237894;0.0
A320;CFM56-5B4/3;PAX;EC-LVU;180.0;0.0;VY8013;13/04/2023;13/04/2023 18:44;LFPO;LEBL;826.0961118302938;867.9788620935183;11392.6355824431;2593.0745271566693
A320;V2527-A5;PAX;EC-MEQ;186.0;0.0;VY7293;26/12/2023;26/12/2023 19:49;EGKK;LEBB;896.2343404083921;988.3275591534184;12514.924813405922;2578.9200662584226
A320;V2527-A5;PAX;EC-MER;180.0;0.0;VY3103;09/07/2023;09/07/2023 14:37;GCXO;LEVC;1901.648638128489;2012.1627775851457;22139.360350436364;0.0
A320;V2527-A5;PAX;EC-MBS;180.0;0.0;VY3119;22/07/2023;22/07/2023 12:47;GCXO;LEAL;1821.7448648106365;1893.349993124071;20964.673801275083;0.0
A320;V2527-A5;PAX;EC-MLE;186.0;0.0;VY8447;08/02/2023;08/02/2023 19:14;EKCH;EHAM;633.3847297968672;664.248145975578;9493.376883890634;0.0
A320;V2527-A5;PAX;EC-MJC;186.0;0.0;VY2110;06/03/2023;06/03/2023 05:58;LEMG;LEBL;765.966389686389;973.9452932579484;12376.79690805665;0.0
A320;V2527-A5;PAX;EC-MVD;186.0;0.0;VY3712;03/07/2023;03/07/2023 05:19;LEBL;LEMH;241.0492606878899;256.76194908366665;5161.285076092628;0.0
A21N;PW1133G-JM;PAX;EC-NYE;230.0;0.0;VY1873;05/07/2023;05/07/2023 16:47;GCTS;LFPO;2814.278267564428;2966.185756874415;29914.534915951583;0.0
A20N;PW1127G-JM;PAX;EC-NAY;186.0;0.0;VY6525;11/07/2023;11/07/2023 07:20;LIPE;LEBL;831.3202252007094;908.6754670235498;9500.3966761785;0.0
A321;CFM56-5B3/3;PAX;EC-NLV;220.0;0.0;VY1220;27/10/2023;27/10/2023 09:56;LEBL;LFLL;548.6324974283636;729.2245209916013;11541.886579060563;0.0
A320;CFM56-5B6/3;PAX;EC-KMI;180.0;0.0;Unknown;08/05/2023;08/05/2023 06:35;LEPA;LEBL;201.96688121093285;325.621979532401;5977.984775230692;0.0
A320;V2527-A5;PAX;EC-MXG;186.0;0.0;VY6336;20/12/2023;20/12/2023 18:20;LEBL;LIMC;720.7942696840571;819.5679303354036;10943.719890057971;0.0
A320;CFM56-5B4/3;PAX;EC-MUM;180.0;0.0;VY1266;16/06/2023;16/06/2023 10:09;ESSA;LEBL;2314.9222963021334;2607.2765571857963;28049.50205090405;-109.89959348813116
A20N;PW1127G-JM;PAX;EC-NIX;186.0;0.0;VY2610;14/10/2023;14/10/2023 18:56;LEMG;LEBB;749.082899877611;809.3948726126489;8788.419740660527;0.0
A320;CFM56-5B6/P;PAX;EC-KDT;180.0;0.0;Unknown;19/05/2023;19/05/2023 07:25;LEBL;LEZL;809.2782447899061;834.7109065867415;11081.847795407242;0.0
A20N;PW1127G-JM;PAX;EC-NCF;186.0;0.0;VY7824;26/12/2023;26/12/2023 16:27;LEBL;EGKK;1109.0539170109523;1280.7337435634286;12150.533047273182;0.0
A320;V2527-A5;PAX;EC-MFK;180.0;0.0;VY8653;11/03/2023;11/03/2023 09:59;LKPR;LEBL;1358.028873187786;1494.2122025832878;17228.539583449765;-1068.7980206477162
A321;V2533-A5;PAX;EC-MQB;220.0;0.0;VY2012;07/05/2023;07/05/2023 08:52;LEBL;LEGR;680.1368145509944;818.0036158908538;12543.22017294168;-18372.223045591127
A321;CFM56-5B3/3;PAX;EC-NLX;220.0;0.0;VY8987;24/12/2023;24/12/2023 13:53;EBBR;LEBL;1083.7830166422862;1148.8814634705318;16256.49891691747;32196.80255884304
A320;V2527-A5;PAX;EC-MKN;186.0;0.0;VY3841;05/08/2023;05/08/2023 12:37;EDDM;LEPA;1215.744849059725;1340.975318046665;15795.462565451087;0.0
A320;V2527-A5;PAX;EC-MJC;186.0;0.0;VY1705;22/04/2023;22/04/2023 07:42;LEBL;LEBB;466.810876844104;495.04460159933046;7904.905972374027;0.0
A319;CFM56-5B6/P;PAX;EC-MKV;144.0;0.0;VY6208;01/03/2023;01/03/2023 17:38;LIRQ;EGKK;1180.3784115125206;1251.840380608878;13897.254082154292;0.0
A321;V2533-A5;PAX;EC-MHS;220.0;0.0;VY8523;03/08/2023;03/08/2023 11:20;HECA;LFPO;3205.560921077867;3243.970847044376;40846.7166666923;0.0
A320;V2527-A5;PAX;EC-MFN;180.0;0.0;VY8655;26/02/2023;26/02/2023 19:44;LKPR;LEBL;1358.028873187786;1612.2738353273078;18333.562826243924;0.0
A320;CFM56-5B6/P;PAX;EC-KCU;180.0;0.0;VY6336;11/05/2023;11/05/2023 17:17;LEBL;LIMC;720.7942696840571;867.5151837429784;11375.369594274442;0.0
A320;CFM56-5B4/P;PAX;EC-JTR;180.0;0.0;VY2901;24/08/2023;24/08/2023 15:12;LEPA;EHAM;1426.9725720304186;1618.6783481176112;18385.360790749903;-1296.2275001459636
A320;CFM56-5B4/3;PAX;EC-LLM;180.0;0.0;VY6242;30/11/2023;30/11/2023 08:52;LEVC;LIRF;1103.5806074673842;1209.3064093522933;14569.577405476315;-85770.99557297952
A320;V2527-A5;PAX;EC-MKM;186.0;0.0;VY3258;09/05/2023;09/05/2023 10:08;LEZL;GCXO;1390.1408343101732;1436.4906851281694;16693.293950221345;0.0
A320;V2527-A5;PAX;EC-MYC;186.0;0.0;VY1883;19/08/2023;19/08/2023 08:50;EDDB;LEBL;1502.4124826682996;1583.1376163270957;18057.307015545382;86.53765976420743
A320;CFM56-5B4/3;PAX;EC-MUM;180.0;0.0;VY2017;03/07/2023;03/07/2023 21:25;LEGR;LEBL;680.1368145509944;749.0972365451032;10270.34635148028;0.0
A320;V2527-A5;PAX;EC-MVE;186.0;0.0;VY1516;08/12/2023;08/12/2023 08:09;LFMN;LEBL;496.29649900010094;538.6433179579064;8319.289688421837;-5277.302817056567
A321;V2533-A5;PAX;EC-MQL;220.0;0.0;VY1678;04/01/2023;04/01/2023 18:20;LEST;LEBL;883.2522704545041;940.1725875698156;13920.053864528209;0.0
A20N;PW1127G-JM;PAX;EC-NCT;186.0;0.0;Unknown;03/09/2023;03/09/2023 09:59;LEGR;GCXO;1519.040665358035;1650.3310925187573;14774.299902237568;0.0
A20N;PW1127G-JM;PAX;EC-NEA;186.0;0.0;VY6615;24/09/2023;24/09/2023 08:44;EGKK;LEMG;1645.2059978045324;1743.655683467096;15433.537805494949;11480.952700879734
A320;V2527-A5;PAX;EC-MEL;180.0;0.0;VY3936;11/04/2023;11/04/2023 19:58;LEAL;LEPA;318.2296639123855;379.2772723583347;6618.100755636201;0.0
A320;V2527-A5;PAX;EC-MKO;186.0;0.0;Unknown;29/06/2023;29/06/2023 16:13;EGKK;LEBL;1109.0539170109523;1163.613863259474;14137.927701259843;10160.61729965366
A320;V2527-A5;PAX;EC-MES;186.0;0.0;VY1896;18/05/2023;18/05/2023 04:36;LEBL;EDDL;1167.4145868113608;1329.294130045939;15691.866636439134;-668.7739253749694
A320;V2527-A5;PAX;EC-LUO;180.0;0.0;Unknown;04/01/2023;04/01/2023 05:59;LEAL;EKCH;2164.5401917430518;;24598.860312742792;
A20N;PW1127G-JM;PAX;EC-NCS;186.0;0.0;VY8473;17/07/2023;17/07/2023 19:42;EGKK;LEVC;1296.596941101017;1370.2508826725298;12783.40143440027;0.0
A320;CFM56-5B4/3;PAX;EC-MAN;180.0;0.0;VY7108;22/09/2023;22/09/2023 16:33;LEST;EGKK;1107.8245785187676;1339.1080683709322;15778.196577282431;0.0
A320;CFM56-5B4/3;PAX;EC-MBF;180.0;0.0;VY8379;17/08/2023;17/08/2023 08:26;EHAM;LEST;1435.013052194738;1512.589584420388;17401.199465136353;-0.0569579643312268
A320;CFM56-5B4/3;PAX;EC-MAO;180.0;0.0;VY6243;10/12/2023;10/12/2023 05:59;LIRF;LEVC;1103.5806074673842;1132.6912881904518;13861.671890561303;-0.1445205180549993
A320;CFM56-5B4/3;PAX;EC-LZN;180.0;0.0;VY6260;08/08/2023;08/08/2023 07:45;LEBL;LFSB;822.2368269898692;1006.3701383357896;12670.31870692385;0.0
A320;V2527-A5;PAX;EC-MKO;186.0;0.0;VY2115;20/02/2023;20/02/2023 06:16;LEBL;LEMG;765.966389686389;797.3836852316629;10736.528032034068;-982.622138061503
A321;V2533-A5;PAX;EC-MGY;220.0;0.0;Unknown;06/01/2023;06/01/2023 06:04;LEBL;EDDM;1094.6300447813323;1288.7654315698085;17841.9437738959;-37.61809551811365
A320;CFM56-5B4/3;PAX;EC-KLB;180.0;0.0;VY3151;01/12/2023;01/12/2023 14:05;LEPA;LEMG;709.1252076593893;779.4875688444977;10563.868150347478;0.0
A20N;PW1127G-JM;PAX;EC-NEA;186.0;0.0;VY7821;13/08/2023;13/08/2023 21:17;EGKK;LEBL;1109.0539170109523;1175.1890303137957;11399.001837559765;0.0
A320;CFM56-5B4/P;PAX;EC-MYB;180.0;0.0;VY7822;14/11/2023;14/11/2023 07:15;LEBL;EGKK;1109.0539170109523;1291.2111590119875;15329.280884897302;-11215.544915937486
A320;CFM56-5B6/P;PAX;EC-KDT;180.0;0.0;VY3834;29/08/2023;29/08/2023 07:05;LEMD;LEMH;664.4280573691569;786.9167262107043;10632.932103022114;0.0
A320;V2527-A5;PAX;EC-MEL;180.0;0.0;VY1675;08/03/2023;08/03/2023 08:28;LEBL;LEST;883.2522704545042;1003.021551112903;12653.05271875519;-27200.77807263127
A320;CFM56-5B6/P;PAX;EC-KCU;180.0;0.0;VY3910;21/04/2023;21/04/2023 11:55;LEBL;LEPA;201.96688121093285;228.90895879254143;4830.190603469088;0.0
A320;V2527-A5;PAX;EC-LRY;180.0;0.0;VY3719;30/01/2023;30/01/2023 20:22;LEMH;LEBL;241.0492606878899;263.52578848068566;5227.503970617337;0.0
A20N;PW1127G-JM;PAX;EC-NCU;186.0;0.0;VY3162;20/10/2023;20/10/2023 05:17;LEST;GCLP;1778.2054874068783;1866.217493209384;16333.386748547606;0.0
A321;V2533-A5;PAX;EC-MQL;220.0;0.0;VY1294;17/05/2023;17/05/2023 13:46;LEBL;LECO;887.6765029262199;995.3848811959596;14525.026244164714;0.0
A21N;PW1133G-JM;PAX;EC-NYF;230.0;0.0;VY8527;04/10/2023;04/10/2023 16:21;GMAD;LFPO;2276.171866177821;;23940.60368136656;
A319;CFM56-5B6/P;PAX;EC-MIQ;144.0;0.0;VY6207;05/12/2023;05/12/2023 14:41;EGKK;LIRQ;1180.3784115125206;1319.5409227407945;14475.26679107563;0.0
A321;V2533-A5;PAX;EC-MLD;220.0;0.0;VY8155;08/02/2023;08/02/2023 16:45;LFPO;LEVC;1051.673874007024;1102.1478227015557;15734.971003437726;0.0
A320;V2527-A5;PAX;EC-MVE;186.0;0.0;VY3164;27/04/2023;27/04/2023 04:45;LEZL;GCFV;1242.7017885888874;1310.7362864459046;15519.206754752546;0.0
A320;CFM56-5B4/3;PAX;EC-MAN;180.0;0.0;VY1380;14/07/2023;14/07/2023 08:15;EHAM;LEAL;1613.152117716283;1654.0479663124936;18713.414565954416;13416.58229018118
A321;CFM56-5B3/3;PAX;EC-NLX;220.0;0.0;VY8480;29/10/2023;29/10/2023 19:38;LEBL;LPPR;898.660944743925;1009.3086229594684;14691.915176478233;3030.24364728308
A320;CFM56-5B4/3;PAX;EC-MBE;180.0;0.0;VY8463;05/03/2023;05/03/2023 21:11;LPPT;LEBL;994.0003331037478;1071.9277541863564;13291.894280995564;358.8467011038686
A320;CFM56-5B4/3;PAX;EC-MCU;180.0;0.0;VY6252;14/05/2023;14/05/2023 13:12;LFPO;LIRF;1088.6659905506278;1294.6639900272908;15363.81286123462;0.0
A321;V2533-A5;PAX;EC-MRF;220.0;0.0;VY6936;01/06/2023;01/06/2023 09:51;LFPO;LEIB;1098.2641741532054;1172.826356868116;16527.69343192694;-0.4922844704991588
